IDALU,SEXO,ESTUDIMARE,ESTUDIPARE,GUARDERIA,REPITE,TESTUDIO,AYUDAPADRES,SINAYUDA,MARGINADO,SOCIABLE,INTEGRADO,INCOMODO,SOLO,ACOSADO,ISEC,MediaLengua,MediaMates,mediaFisica,MediaSYC,CAEBIEN
16043,1,6,6,3,0,2,0,1,1,3,3,3,2,2,-1.18621,562.5206456,419.322565,423.6216102,488.5821124,0
28400,2,6,6,2,1,2,0,1,2,2,3,2,2,2,0.23381,539.4763834,547.4917678,543.9568568,364.8091858,0
3621,2,2,3,1,1,3,0,0,1,4,4,1,1,1,0.82106,538.8872122,568.2205032,488.1872118,470.341412,1
10485,1,3,3,2,1,3,1,0,1,3,3,1,1,2,0.56466,635.6381454,728.4144876,723.1439724,632.3085018,1
25290,1,1,8,2,1,2,1,0,1,4,4,1,1,1,1.81735,661.2367314,537.452697,611.0953494,533.0890914,1
14867,2,6,5,3,0,3,0,1,2,2,3,2,2,3,0.28724,522.793427,505.6498272,594.36259,467.4011636,1
20098,1,1,2,2,1,3,1,1,2,3,2,2,2,1,0.86918,548.4984512,582.2151762,540.0324708,638.2009698,1
25685,1,4,6,3,1,3,0,1,1,3,3,1,1,1,0.03136,472.2120746,442.105916,457.556041,461.548676,1
10459,1,6,6,4,1,1,0,1,1,4,4,1,1,1,-0.40437,477.955343,488.4611244,522.3958282,560.3650898,1
2610,2,6,7,2,1,2,0,0,1,3,4,1,1,1,0.22102,469.2812412,402.9997858,511.2298862,571.4757138,1
18200,1,6,6,3,1,2,0,1,2,3,3,2,3,2,-0.77528,416.2192936,,454.5393232,,0
24750,2,1,1,3,0,3,0,0,1,4,4,2,1,1,1.12506,486.4428834,584.9033384,500.1088232,527.6412562,1
17055,2,6,4,3,0,9,0,0,1,4,4,1,1,1,-0.45567,594.3723184,620.4109718,634.477789,458.4038044,1
7922,2,6,6,4,0,2,0,1,1,3,3,2,2,2,-1.51819,493.3225584,567.7892588,674.7562202,546.097642,1
22213,2,4,5,3,1,4,0,0,1,4,4,1,1,1,0.38193,504.8847782,501.5244106,417.6928632,413.0644028,1
2516,2,5,5,1,1,4,0,1,1,4,4,1,1,1,0.97559,558.7277146,748.7697642,594.608866,552.6050012,1
10578,2,8,8,3,1,3,0,0,1,4,4,1,1,1,0.79328,500.3308216,611.583212,566.1988352,604.4037558,1
14753,1,8,3,3,1,2,1,0,1,3,4,1,1,1,-0.43163,513.3426422,434.727537,590.7087616,556.1733714,1
3462,2,6,4,3,0,2,0,1,1,2,4,1,2,1,-0.37127,576.2402818,497.190972,456.585096,617.6467424,1
2904,2,8,8,3,1,2,1,1,1,4,4,1,1,1,-0.43789,512.1738218,410.183962,538.6481266,550.274136,1
5552,2,3,3,2,1,1,0,0,2,3,3,3,2,1,0.03136,494.6981038,499.5390738,470.7991048,317.3874928,1
19936,2,8,8,3,0,3,0,1,1,3,1,1,1,1,-0.71305,395.9573492,459.0757592,386.7950364,402.1425128,1
27806,1,4,2,1,1,3,1,0,1,2,3,1,1,1,-0.1535,562.6839406,606.5437474,584.4491584,621.8421328,0
8623,2,4,6,3,1,4,0,0,1,3,3,2,3,1,-0.0207,500.7090918,421.1353956,487.7957176,551.759339,1
1442,1,7,6,3,1,3,0,0,1,4,4,1,1,1,-0.37264,637.4345032,504.6169188,604.402803,614.7047872,1
8581,2,1,6,2,1,3,0,0,2,3,3,2,1,1,0.77449,471.8730272,403.6684568,546.2194886,505.1800928,0
15717,2,8,8,2,1,1,0,1,2,3,3,2,2,2,0.09392,479.5006928,575.1427196,452.9080986,553.6575464,1
1601,2,8,8,6,0,3,0,0,2,2,1,1,2,2,-0.391,489.9128112,513.9725514,550.5955742,469.3070616,1
22983,1,4,4,3,1,4,0,1,1,3,3,1,1,1,0.97559,579.366874,447.3296666,546.358949,568.7546378,1
12869,1,2,6,3,1,4,1,0,1,3,3,1,1,1,1.81735,635.6182268,630.1925376,580.8226512,628.1171598,1
20882,1,8,8,2,1,3,1,1,1,4,4,1,1,1,-0.13118,570.9714924,436.160726,444.4525196,430.9313022,1
14800,2,8,8,3,0,3,0,0,1,3,3,1,1,1,0.14994,484.0204394,507.7476284,524.1866344,371.1169544,1
22882,1,8,8,1,1,2,1,0,1,3,4,1,1,1,-0.61418,442.7049126,449.369014,441.2597084,,1
19262,1,6,6,3,1,2,1,0,2,3,3,2,2,3,0.16066,538.1428306,541.1943238,579.6530268,600.436872,1
13999,1,2,2,3,1,3,1,0,1,3,4,1,1,1,0.77449,624.0593578,552.9059938,615.2282366,627.486438,1
14232,1,5,1,2,1,3,0,1,1,3,4,1,2,1,1.47958,564.5344436,534.3548272,543.0044216,548.3983852,1
3294,2,1,2,1,1,2,0,0,1,4,4,1,1,1,1.46284,391.2333632,323.4068918,437.3502674,340.8839896,1
26765,9,4,6,2,1,3,0,1,1,3,4,1,1,1,-0.37957,501.7426434,449.7953438,520.5087492,559.5067438,1
22491,2,8,8,2,1,2,1,1,1,3,3,1,1,1,-1.29392,412.649915,490.1775978,530.2180878,359.154828,1
5858,1,7,6,6,1,2,0,0,1,4,3,1,1,1,-1.18621,287.5938142,339.116966,289.3564686,435.3347002,1
4022,2,6,1,2,1,2,0,1,1,3,3,2,2,3,1.47958,497.623867,520.1067506,581.7163666,572.5407544,1
3938,2,8,8,4,0,3,0,1,3,4,4,1,1,1,-1.85543,384.9108082,415.8569732,360.3745656,319.0431314,1
4968,2,2,1,1,0,5,0,0,1,4,4,1,1,1,1.47958,405.0352204,341.486696,377.5356802,434.2598534,1
12644,1,1,1,4,1,3,1,0,1,3,3,1,2,2,1.22369,644.5588062,491.588849,518.2434586,538.92541,1
9977,1,6,8,2,1,5,1,0,1,4,4,1,1,2,0.22102,648.6449818,503.4558124,535.6636678,540.4298358,1
3264,2,6,6,3,1,5,1,0,1,3,4,1,1,1,0.23381,527.3008978,666.2768146,587.2170462,547.7905108,1
13375,1,3,6,3,1,3,0,1,1,3,3,2,1,1,-0.12369,676.800227,660.1037572,674.5172134,708.714601,1
18873,2,4,4,2,1,2,1,0,1,3,3,1,1,1,-0.37957,457.3423514,525.4370224,503.4241528,412.2674844,1
257,2,8,8,5,0,3,1,0,1,4,1,1,1,1,-1.70857,355.8017188,523.3397444,406.221,384.9484848,1
15502,1,7,7,6,0,3,0,1,3,4,4,3,3,4,-2.88169,376.4702748,520.0896918,409.8422374,371.7197156,1
16633,1,8,8,2,1,4,0,1,2,4,4,2,2,2,0.92235,655.6758588,685.1510002,675.965282,586.200735,1
19680,1,8,8,3,1,4,1,1,1,3,3,1,1,1,1.05703,592.3869334,591.0327138,557.1812044,550.0984002,1
18770,1,1,1,1,1,4,1,0,1,3,3,2,2,1,0.80747,435.6469612,418.0599222,564.966475,525.9534086,1
18925,2,7,7,2,1,4,0,0,1,4,4,1,1,1,-1.87759,577.2140564,594.004119,584.7608932,530.155347,1
2445,1,4,4,1,1,3,1,0,1,4,4,1,1,1,0.62502,618.1028442,517.7703134,558.645839,514.1953802,1
4737,1,4,3,2,1,3,0,0,2,4,3,1,3,2,0.03136,468.1452738,484.6072468,402.722214,391.2375324,0
13839,2,1,5,3,1,3,1,0,1,3,3,1,1,1,1.81735,612.9703314,585.4518534,636.3074212,683.278877,1
20859,2,8,6,1,0,2,0,1,4,4,4,4,4,4,-0.43506,476.589548,424.1383326,491.9496636,404.6664614,1
17401,1,5,6,1,1,3,1,0,1,4,4,1,1,1,-0.37127,390.0639584,,413.3194236,,1
13993,2,6,1,2,1,4,1,0,1,3,4,4,1,1,1.81735,553.029324,541.9246604,531.5824144,422.105144,0
24530,1,6,2,3,0,3,1,0,1,3,3,1,1,1,1.11227,461.8124992,492.8930298,452.2792298,637.7564586,1
17712,2,8,8,1,1,4,1,0,1,4,4,1,1,1,0.41096,687.7834918,680.0106546,615.8875392,648.889312,1
12325,1,7,7,5,0,3,0,1,1,3,3,1,1,2,-1.63521,340.2899426,462.1429038,403.9265206,416.0203332,1
26642,1,8,7,3,1,3,1,0,1,4,4,1,1,1,-1.46666,,,239.888865,,1
8848,2,8,8,3,1,3,1,0,2,3,3,2,1,1,-1.49222,424.0302332,396.454915,393.356861,436.1493732,1
26852,1,6,6,2,1,3,1,0,1,4,4,1,1,1,-0.77528,468.9114864,491.238265,454.7801802,571.6944106,1
20934,1,4,3,2,1,3,1,0,1,4,4,1,1,1,1.3301,587.2335098,504.0703928,581.0916344,548.4158404,1
1986,2,8,1,3,1,3,1,0,1,4,4,1,1,1,1.12506,432.6601482,497.847715,500.8843534,457.341856,1
24830,2,4,8,3,1,2,1,0,1,4,4,2,1,1,0.03136,605.0073894,,607.6410324,,1
25325,1,8,8,4,1,5,1,0,1,3,3,1,1,1,-0.12457,372.938577,439.5001574,333.143747,333.744882,1
17344,2,6,6,3,1,4,0,1,1,3,4,1,1,1,-1.11556,646.8161566,611.4995196,520.5696054,594.7668,1
13085,1,8,8,3,1,3,1,0,1,2,3,2,2,1,-0.19981,519.6535078,466.0235532,570.9717376,513.5900264,1
17134,1,8,8,1,1,5,0,1,1,3,3,1,1,1,0.4119,546.1369478,563.8031972,568.0412012,421.038131,1
4464,2,2,2,4,1,2,0,1,1,4,3,1,1,1,1.81735,539.4976586,698.373373,533.1838782,551.1251358,1
16456,2,3,3,1,1,3,1,0,2,3,3,2,2,2,0.97559,470.2107878,575.5500898,474.0202628,503.4983434,1
24106,1,7,6,3,1,3,1,0,1,3,3,1,1,1,-0.37264,556.5723276,510.4577118,662.8912548,573.8194038,1
12523,1,8,4,2,1,4,1,0,2,3,3,2,2,2,0.63781,479.846082,505.7294952,493.9763358,560.1475678,1
16524,1,1,9,1,1,2,1,0,2,3,3,1,2,2,1.46284,585.5141446,516.8509656,507.0124194,620.3550258,1
1022,2,7,7,3,0,2,0,0,3,3,3,3,3,3,-1.45191,420.5103104,535.186291,391.7176836,285.7259124,1
28054,2,8,8,2,1,2,0,0,1,4,4,1,1,1,-0.01947,596.1365602,536.1088718,554.2240706,644.0912128,1
21742,2,2,2,6,0,1,0,1,4,3,2,9,2,3,0.23877,315.4885422,485.4421138,437.7890818,289.9125858,0
22003,2,8,8,2,1,2,0,0,1,9,9,1,4,4,0.96792,511.1803388,437.1119528,568.4272756,503.7151632,1
13640,2,3,1,3,1,4,0,1,1,4,4,1,1,1,1.12506,531.2653246,697.9467804,638.1612856,667.7891238,1
3311,1,6,6,6,1,3,1,0,1,3,3,2,2,1,-0.11676,465.35712,392.789228,426.5201026,464.079578,1
22259,2,4,4,3,1,2,1,0,1,3,3,1,1,1,-0.71156,464.339716,399.6671766,587.7036274,457.5722784,1
2172,2,4,4,1,1,2,1,0,1,3,3,2,1,1,0.28724,465.7197396,532.0340028,474.9948356,450.6382858,1
28462,2,8,8,3,0,5,0,0,4,1,1,4,4,4,-1.41146,408.7288968,,422.9076778,343.2108382,0
18590,1,1,6,3,1,2,0,1,2,3,3,2,2,2,0.77449,456.4814606,,574.8999314,659.1682548,1
22293,1,6,8,1,1,4,1,0,1,3,3,2,2,1,-1.11556,616.9848256,613.2418198,609.027599,529.9406716,1
8974,2,8,8,6,0,1,0,0,1,4,4,1,1,1,-1.21198,452.176086,426.421468,427.9754914,416.8498514,1
16568,2,8,8,3,1,3,0,0,1,4,3,2,2,1,-0.3643,615.5705276,558.6720788,496.0199496,638.6306976,1
5596,1,4,2,1,1,4,1,1,1,3,4,1,1,1,1.12506,481.040352,617.942623,,491.5388856,1
19461,2,6,7,1,1,3,1,0,1,4,4,1,1,1,-1.18621,452.579517,341.761498,462.790529,330.1904102,1
25113,1,3,3,1,1,4,1,0,1,3,3,1,2,1,0.28724,532.0199922,477.1512832,530.3928486,554.2851382,1
4872,2,4,3,1,1,4,1,0,2,3,3,2,1,9,0.97559,472.0322558,511.9610872,556.9708878,479.6008158,1
5039,2,5,9,2,1,2,0,0,1,4,4,1,1,1,-1.11419,486.5617502,459.8124894,547.599282,468.4631584,1
4827,1,8,8,4,0,2,0,1,3,2,2,4,1,2,0.65147,549.289051,512.4122446,521.9095946,546.9116926,1
23272,2,8,8,3,0,2,0,0,3,4,3,3,3,3,-1.76566,288.9661526,294.6180316,246.0963932,267.4636148,1
14776,1,8,8,2,1,3,0,0,1,4,4,1,1,1,-0.51233,436.6448772,476.8027328,454.7684682,516.278844,1
8312,1,8,8,2,0,4,1,0,1,4,4,1,1,1,0.04252,410.3032636,,457.7743218,549.2315252,1
16286,1,5,2,3,0,2,0,0,1,3,4,1,1,1,0.86918,595.0967566,491.3219692,621.8511788,668.6424312,1
1432,1,6,6,2,1,2,1,0,2,3,3,2,2,2,-0.77528,,623.6850498,645.2472394,544.4206928,0
4042,1,4,4,3,1,4,0,1,3,4,3,2,1,1,-0.37127,260.4852884,426.1758336,439.0103782,308.156165,1
19766,1,8,8,3,1,3,1,0,1,3,4,1,1,1,-0.53206,468.487984,479.5840578,540.4476738,469.2798626,1
27917,2,6,4,3,0,2,1,0,3,2,3,1,2,1,-0.37127,272.868953,321.967504,323.933017,319.9018316,0
17412,2,8,8,1,1,2,1,0,3,1,1,4,3,4,-0.01655,462.7894686,628.291764,561.5353334,515.048729,0
5094,1,6,6,3,0,2,1,0,1,4,3,1,1,1,-1.51819,504.6711716,530.5155612,507.001092,461.7427454,1
15861,2,8,4,5,0,3,1,0,1,2,1,1,1,1,0.03136,291.65756,409.3240754,437.7786874,436.5571882,0
20738,2,3,2,2,0,3,1,0,2,4,4,2,1,1,0.86918,547.9078032,410.5292704,561.367392,502.0224042,1
5283,1,6,8,1,1,3,0,0,2,4,2,2,2,2,-0.11676,310.20804,450.5732632,453.3880672,409.0705626,1
21287,1,1,1,1,1,3,1,0,1,4,4,1,1,4,0.51861,606.5961044,549.8457436,543.2234318,452.0693446,1
6589,2,1,8,3,1,3,0,1,3,3,2,3,3,2,0.46655,509.6128464,531.1544608,544.1810966,561.8297408,1
7528,1,3,2,2,1,3,0,1,1,3,4,1,2,1,1.12506,616.9345002,655.452082,541.3598244,648.0601376,1
355,1,8,8,3,1,3,0,0,9,4,4,1,1,1,-0.55583,439.942266,453.6827856,445.2019126,443.7153668,1
15471,1,4,4,2,1,5,0,1,1,3,4,1,1,1,0.97559,656.09064,544.9121332,700.7024504,599.1620318,1
24842,1,4,8,2,0,2,0,0,1,3,4,1,1,2,0.73644,427.798537,361.0676832,461.6667508,534.3239638,1
15299,2,1,8,4,1,3,1,0,1,3,2,1,1,1,0.46655,509.3236838,409.5276108,564.067372,477.4874364,1
2967,1,1,1,3,1,2,0,0,2,4,4,2,1,2,1.22369,566.9772194,,418.388466,,1
20345,9,4,6,1,0,3,0,0,1,4,4,1,1,1,0.38193,408.1626314,414.782418,337.435327,350.1101694,1
2324,2,7,7,1,0,2,0,0,1,3,3,1,1,1,-1.87759,418.3714234,495.2968386,491.879431,410.7468382,0
7551,2,1,6,1,1,2,1,0,1,3,3,1,1,1,1.22369,434.3027452,416.4133734,387.8173712,424.6297008,1
24279,2,4,4,1,0,2,1,0,1,3,4,1,1,1,-0.7822,505.073826,436.334076,470.8142914,494.4938484,1
10953,1,8,8,1,1,2,1,0,1,4,4,1,1,1,0.71085,564.0683948,435.3970086,553.3436614,594.148344,1
19072,2,8,8,1,1,5,1,0,1,3,3,1,1,2,0.67717,601.4539578,,629.869393,,1
18297,2,8,8,2,1,4,0,1,2,2,3,2,1,2,-1.93715,497.4842168,538.803252,508.8498186,515.4805866,0
20659,1,4,6,2,1,4,1,0,1,3,3,2,1,1,0.97559,568.2418488,529.8871938,518.9328572,537.0582906,1
9076,1,2,2,3,1,4,1,0,1,3,4,1,1,1,1.40642,594.6093054,590.5209168,604.4748384,595.4120358,1
25590,2,1,6,3,1,4,0,0,1,4,4,1,1,1,0.86918,497.4099878,541.6971398,552.174354,516.2880512,1
24220,1,4,5,3,0,4,1,0,1,3,4,1,1,1,0.21409,529.2402498,462.7765844,432.1004086,564.5624442,1
25993,2,3,3,2,0,4,1,0,2,4,3,2,2,1,0.28724,439.1239412,421.4433274,507.9885252,543.7888374,1
644,1,5,5,2,1,4,0,1,1,4,4,1,1,1,-0.37957,632.3397222,565.8567354,560.4293168,568.1068048,1
4505,1,7,7,3,1,3,0,0,1,2,4,1,1,1,-1.06403,523.3700762,438.6296738,519.8430826,265.9835452,0
11126,2,6,4,3,0,1,1,0,1,4,4,1,1,1,-0.0207,,,471.029567,,1
899,2,1,3,2,1,3,0,0,2,3,3,2,1,2,0.77449,544.233759,530.3211288,634.6830668,595.2128982,1
2653,1,8,8,3,0,4,1,0,1,4,3,1,1,1,0.71792,448.6254502,342.562462,424.3303358,401.0980924,1
25183,2,8,8,3,0,4,0,0,1,4,4,1,1,1,0.22774,465.5479654,388.1618578,396.1513724,431.9595426,1
17648,2,6,8,3,0,3,0,0,2,4,3,1,3,1,-2.1903,265.1238136,471.0285138,394.5354968,350.7448276,1
9741,1,8,7,1,1,2,0,1,1,3,3,1,1,1,-1.52702,480.6531424,445.2475998,608.537426,596.2555048,1
14956,1,5,7,3,1,5,1,0,2,4,4,2,1,2,0.28724,623.7823486,514.9527206,614.5045742,654.7611544,1
27779,2,6,7,4,1,2,0,1,2,9,1,3,2,1,-1.92912,571.91947,530.034749,578.263363,517.1345866,1
21351,2,6,6,1,1,2,0,0,2,2,3,2,2,1,-1.18621,508.7691958,456.6975792,541.1834496,589.3181074,1
11609,1,6,1,3,0,3,1,0,1,3,9,2,2,2,0.58195,391.8183402,379.9663258,395.4495554,359.541084,1
25054,1,7,7,2,0,3,1,0,1,4,4,1,1,1,-1.47496,464.7335256,,281.3139968,,1
6512,2,4,4,2,1,3,1,0,1,4,4,1,1,1,-0.07712,494.2741156,445.3041894,525.0751118,496.3806538,1
2566,1,8,8,3,0,4,0,1,1,3,3,2,2,2,0.79795,565.4523374,479.7229068,541.1435148,628.7922358,1
28234,2,6,6,3,0,2,1,0,1,3,4,1,1,1,-1.18621,389.6612078,439.5326478,412.3341814,426.7056488,1
16399,1,6,6,2,1,4,1,0,2,3,4,1,1,1,-0.77528,506.6218578,512.7460774,508.8518066,509.3950176,1
573,1,7,4,1,0,2,0,0,1,3,3,1,1,1,-0.7822,353.2836738,404.4465442,335.4454874,435.5113294,1
28909,1,4,2,3,1,3,0,0,2,2,3,2,3,1,0.4562,636.8773874,472.292093,500.802776,516.0748188,0
2651,1,4,6,3,1,4,1,0,1,4,4,1,1,1,0.03136,567.391148,549.4140034,479.8066924,526.7770116,1
3453,2,8,8,1,1,3,0,0,2,2,3,2,1,1,-1.27622,517.114623,453.5882954,543.411804,569.8067082,0
16111,2,4,2,3,0,2,0,1,1,3,3,3,3,2,-0.62694,448.2026522,507.328618,492.576781,399.197604,1
15968,1,8,8,2,1,3,1,0,1,3,4,1,1,1,-0.3054,531.647156,658.0515814,535.6706354,496.9862058,1
20831,2,8,2,3,1,1,0,1,1,4,4,1,1,1,0.77449,496.8117986,430.911194,444.1847938,444.547409,1
2710,1,6,6,2,1,3,0,1,1,2,3,2,3,2,-0.18991,553.4275604,547.7746558,386.5068138,564.754955,0
8858,2,7,7,3,0,2,1,0,1,4,4,1,2,1,-1.46666,378.2265766,,355.954881,,1
19236,2,4,6,2,1,4,0,1,1,3,3,2,1,2,-0.43163,435.0887496,530.8373076,503.3172852,511.903295,1
1209,2,5,7,3,0,2,0,0,3,2,2,4,4,4,-0.79001,455.71438,374.2609714,537.9219894,383.9107352,0
4838,1,4,4,1,1,2,0,0,1,4,4,1,1,1,-0.45567,404.9977946,464.7333334,378.2535842,332.5066608,1
20191,1,6,6,2,1,4,1,1,1,4,4,1,1,1,-0.02207,550.2958432,,539.8291,545.4656102,1
4939,1,4,6,1,1,4,0,1,1,4,4,1,1,1,0.38193,555.6180744,495.3984268,590.944462,661.7443618,1
5467,9,1,1,3,1,1,0,0,2,3,3,2,2,3,1.40642,580.9950936,437.8352982,603.0841878,550.2734542,1
27378,1,8,8,4,0,3,1,0,4,2,2,4,2,2,-1.17438,378.0150388,359.3778088,299.8755372,336.894693,1
2636,1,1,1,2,1,2,0,1,1,4,3,2,1,2,1.81735,548.1287346,497.8624482,377.569622,544.6134594,1
4416,1,6,8,3,1,2,1,1,1,4,2,1,1,1,0.22102,442.1203876,512.6604076,417.8597826,417.8824848,1
6407,2,1,2,2,1,4,1,0,1,4,4,2,1,1,1.40642,549.1035832,586.8118078,653.2610088,599.6099006,1
475,1,6,6,2,0,2,1,0,1,3,4,1,1,1,-0.78357,397.8914176,503.153393,440.1257318,487.3675702,1
5442,1,2,1,3,1,3,1,0,1,4,4,1,1,1,1.81735,484.5659856,578.541316,528.566006,538.1338868,1
17419,2,6,7,2,1,2,0,1,1,3,3,2,3,1,-1.92912,388.3011618,,426.4020252,,1
25735,2,6,6,3,1,2,1,0,1,4,4,1,1,2,-1.18621,427.0687806,332.0815272,493.70766,514.8209546,1
6881,1,5,3,1,1,3,1,0,4,3,3,2,1,9,0.62502,617.9362766,568.5197508,640.1474152,557.8556642,1
14479,2,6,6,2,1,1,0,1,1,2,3,2,1,1,-1.18621,505.6632756,480.671778,562.2066924,452.9353646,0
13311,1,4,6,3,1,3,0,0,1,3,4,1,1,1,0.63781,476.5527666,499.8502102,513.4820344,431.311016,1
5966,1,8,8,3,0,3,0,1,1,4,3,2,1,1,-0.13582,398.2768024,,372.6605852,413.691312,1
13958,2,4,4,1,0,3,0,1,1,3,3,1,1,1,-1.11419,412.6347444,491.1932532,415.8369936,457.5516648,1
5765,1,1,3,3,1,5,1,0,1,3,1,1,1,1,1.12506,504.6346974,428.1118762,434.1487308,310.0429416,1
13144,2,8,8,4,0,1,0,1,2,3,2,3,1,1,-1.28526,449.7897312,365.1678078,345.6751586,347.9893096,1
11270,2,7,7,6,1,1,0,0,1,4,3,3,3,3,-1.47496,600.8236982,611.192552,571.8726782,657.7136616,0
18526,1,8,8,3,0,2,1,0,1,4,4,1,1,1,-0.15198,,495.11316,477.4611024,516.285219,1
20645,1,8,8,1,0,4,0,1,1,4,4,2,1,1,-0.92599,228.596215,332.6933698,310.9285988,276.4422038,1
15999,2,2,2,2,1,4,1,0,1,3,3,1,1,1,0.82106,488.3180384,471.6838442,508.6714528,405.9368302,1
4783,2,6,6,3,1,5,0,0,1,4,4,1,1,1,-0.45109,396.7805084,536.8704774,532.2071424,477.0836898,1
1967,2,8,8,3,1,2,0,1,1,3,3,2,2,2,-1.20087,700.9462246,599.515878,652.3965052,603.3543978,1
7586,2,4,7,2,1,2,1,0,1,4,4,1,1,1,-0.71156,402.0414062,464.7769436,357.687899,450.2058384,1
19212,2,8,8,9,0,3,0,1,1,3,3,1,1,1,-1.47393,530.4243862,602.7740554,498.5572654,374.0284674,1
16258,2,6,6,2,1,2,0,1,1,3,4,1,1,1,-0.11676,550.7218036,500.8274304,546.155468,593.2867106,1
845,1,1,3,1,1,3,1,0,2,3,3,3,2,1,1.22369,612.4246568,471.2682504,537.7289972,423.7529692,0
6345,1,6,6,1,1,2,1,0,3,2,3,2,3,2,-0.07849,525.7268814,540.5806856,467.148996,535.8385042,0
2889,2,2,3,4,0,3,1,0,1,4,4,1,1,1,1.12506,511.720782,541.381771,527.849217,482.9388634,1
24847,9,6,6,3,1,4,1,0,1,4,4,1,1,1,0.33244,533.9555062,573.4734454,502.264354,565.205354,1
11260,2,9,9,4,1,4,1,0,1,4,4,1,1,1,0.26925,589.3942614,460.2812642,447.2422384,514.6177246,1
5166,1,5,4,2,1,3,0,1,1,4,4,1,1,3,-0.0207,467.4550704,514.8607242,430.975094,451.0377444,1
24234,2,7,7,1,1,2,0,1,1,3,3,2,2,1,-1.91634,545.9571368,498.7422334,454.5615668,530.7838898,0
10577,2,2,1,3,1,3,1,0,1,3,4,1,1,2,1.22369,624.4731786,746.8403476,703.4012556,612.5907462,1
3897,2,2,8,3,1,3,0,1,1,3,3,2,1,1,-0.63524,592.1303438,386.2500734,432.797844,517.7692316,1
10039,1,8,8,2,0,3,1,0,1,4,4,1,2,1,-0.73144,518.4004202,506.1634884,424.7552468,422.736444,1
12039,1,6,5,2,1,4,1,0,1,4,4,2,1,1,-0.71156,638.989068,622.4948366,678.019254,709.7572574,1
28332,1,4,4,3,1,2,0,0,1,4,4,1,1,1,0.38193,543.2683376,512.2889586,546.045245,559.0975958,1
13775,2,1,1,2,0,1,0,1,1,2,4,9,2,1,0.41013,284.877342,396.472757,458.4457064,318.8690716,1
16992,1,5,1,3,1,5,1,0,1,4,4,1,1,1,0.82106,531.580531,267.1267024,561.134759,670.7514416,1
29089,2,2,4,3,0,2,0,1,1,3,3,1,1,1,0.46655,439.0043894,473.9718104,504.076634,592.913119,1
8657,2,4,4,3,1,2,0,1,2,3,3,2,2,2,0.03136,480.658762,438.9285608,581.273123,498.685937,1
13176,2,4,3,3,0,3,1,1,2,2,3,2,3,3,0.03136,474.6249464,476.0117138,425.90146,524.2749924,0
9471,1,5,4,3,1,3,0,1,1,4,4,1,1,1,1.3301,618.9354688,502.830447,448.8551932,647.2405298,1
8128,1,6,1,3,1,2,1,0,1,3,4,1,1,1,0.11598,592.7459764,499.4401666,518.0889826,518.8176556,1
25562,2,4,4,3,1,2,0,0,1,3,4,1,1,1,-0.37127,370.3393356,342.229986,324.6607744,421.4549148,1
16888,2,4,2,3,1,3,1,0,1,4,4,1,1,1,1.47958,541.8399704,539.7113996,475.6402718,509.556514,1
25341,1,6,4,3,1,2,0,0,1,3,3,1,1,1,-1.11419,485.6353916,547.2533246,457.9836158,438.0408018,1
23168,1,4,3,2,1,4,1,0,3,2,3,3,4,2,0.56466,525.368937,495.8058274,552.8703112,462.8162504,1
24179,2,8,8,1,1,5,1,0,1,4,4,1,1,1,-0.5276,518.6310076,577.3765124,507.7131402,539.9960174,1
10401,2,1,1,2,1,2,1,0,2,2,3,2,2,2,1.22369,488.7037082,510.0650206,491.4413158,542.7350644,1
7211,2,8,8,5,0,3,0,0,1,4,3,1,1,2,-0.24163,475.0283154,457.4861852,523.5149554,418.5149482,1
9752,2,7,3,2,1,2,0,1,1,4,4,1,1,1,0.38193,558.7742076,594.8873784,570.4846446,529.3041596,1
28093,2,9,8,2,1,3,0,1,1,3,3,2,2,2,0.53192,457.2821844,507.9276182,480.180671,596.0334926,1
22912,1,8,6,3,1,3,1,0,1,3,4,1,1,1,-0.02207,557.7457994,514.0536944,439.405711,614.9233536,1
7103,1,4,4,2,1,4,0,0,2,3,3,2,2,1,0.03136,565.2549964,515.5397244,527.6419686,475.3658352,0
17942,2,1,1,3,1,3,0,0,1,4,4,1,1,1,1.40642,661.2106924,577.192746,630.3174186,575.460531,1
1566,1,6,6,3,1,2,0,0,1,3,3,1,1,1,-0.78887,494.8283248,423.7529142,436.1954188,346.3528416,1
4355,2,9,9,1,1,3,0,1,1,4,3,1,1,1,0.09164,431.1018306,430.1337456,426.104825,449.5720056,1
1227,1,4,3,5,1,4,1,0,1,3,3,2,1,1,-1.52512,516.8841128,520.5777234,517.3125008,588.8985524,0
6408,1,2,4,4,1,4,0,0,1,3,4,3,1,1,1.12506,693.4777066,487.5979204,559.0186252,651.6449558,1
7280,2,8,8,1,1,3,0,1,2,3,3,3,2,2,-0.1798,568.9548412,659.129681,527.2113454,550.9254878,0
7541,1,6,6,2,1,3,0,0,2,3,3,2,2,2,-0.37264,467.4692094,455.9340972,445.6802258,512.0993274,1
8413,1,5,6,1,1,3,1,0,1,4,4,1,1,1,-0.37127,529.4166662,517.6989916,488.5146052,532.461223,1
1314,2,8,8,2,0,3,0,0,2,3,3,2,2,2,-0.03252,524.535008,523.5081956,546.2632758,617.6592932,1
715,2,8,8,1,1,3,0,1,1,3,3,1,1,1,0.60001,624.6784302,733.8592936,651.6283528,614.9268232,1
17227,2,1,1,1,1,2,0,0,1,4,4,1,1,1,1.20021,627.7834154,606.0980326,649.8037468,556.3927788,1
